Length,Keywords,KeywordsFreq,InSpcChars,InComment,InWildcards,InEscape,SpcCharsFreq,unionStr,errorBaseStr,boolStr,timeBaseStr,InParam,InEncoding,errorMess,storedProc,unusualChars,hasSubquery,hasMulquery,conditionStm,hasUnusualContent,binaryDataFeature,dbSpecific,httpHeader,Cookies,httpRequest,webRelated,Label
10,2,20.0,1,0,,0,10.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,1,0,,0,10.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,2,0,,0,18.181818181818183,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,2,0,,0,18.181818181818183,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
7,1,14.285714285714285,1,0,,0,14.285714285714285,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
7,1,14.285714285714285,1,0,,0,14.285714285714285,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
9,1,11.11111111111111,1,0,,0,11.11111111111111,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
9,1,11.11111111111111,1,0,,0,11.11111111111111,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
8,1,12.5,2,0,,0,25.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
8,1,12.5,2,0,,0,25.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
17,1,5.88235294117647,6,0,,4,35.294117647058826,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
17,1,5.88235294117647,6,0,,4,35.294117647058826,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
28,1,3.571428571428571,3,0,,0,10.714285714285714,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
28,1,3.571428571428571,3,0,,0,10.714285714285714,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
29,1,3.4482758620689653,4,0,,1,13.793103448275861,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
29,1,3.4482758620689653,4,0,,1,13.793103448275861,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
30,1,3.3333333333333335,5,0,,3,16.666666666666664,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
30,1,3.3333333333333335,5,0,,3,16.666666666666664,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
31,1,3.225806451612903,6,0,,3,19.35483870967742,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
31,1,3.225806451612903,6,0,,3,19.35483870967742,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
28,3,10.714285714285714,2,0,,0,7.142857142857142,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
28,3,10.714285714285714,2,0,,0,7.142857142857142,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
29,3,10.344827586206897,3,0,,0,10.344827586206897,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
29,3,10.344827586206897,3,0,,0,10.344827586206897,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
30,3,10.0,2,0,,0,6.666666666666667,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
30,3,10.0,2,0,,0,6.666666666666667,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
17,2,11.76470588235294,2,0,,0,11.76470588235294,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
17,2,11.76470588235294,2,0,,0,11.76470588235294,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
18,2,11.11111111111111,3,0,,0,16.666666666666664,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
18,2,11.11111111111111,3,0,,0,16.666666666666664,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
19,2,10.526315789473683,2,0,,0,10.526315789473683,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
19,2,10.526315789473683,2,0,,0,10.526315789473683,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
16,2,12.5,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,1,0,,0,9.090909090909092,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,1,0,,0,8.333333333333332,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
15,2,13.333333333333334,1,0,,0,6.666666666666667,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,2,20.0,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
14,2,14.285714285714285,0,0,,0,0.0,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
83,3,3.614457831325301,11,0,,3,13.253012048192772,0,0,1,0,0,0,0,0,1.0,0,,2,1,True,0,0,0,0,0,1
83,3,3.614457831325301,11,0,,3,13.253012048192772,0,0,1,0,0,0,0,0,1.0,0,,2,1,True,0,0,0,0,0,1
51,3,5.88235294117647,3,0,,0,5.88235294117647,0,0,1,0,0,0,0,0,1.0,0,,2,1,True,0,0,0,0,0,1
51,3,5.88235294117647,3,0,,0,5.88235294117647,0,0,1,0,0,0,0,0,1.0,0,,2,1,True,0,0,0,0,0,1
26,1,3.8461538461538463,8,0,,6,30.76923076923077,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
26,1,3.8461538461538463,8,0,,6,30.76923076923077,0,0,1,0,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
41,4,9.75609756097561,9,0,,2,21.951219512195124,0,0,1,0,0,0,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
59,4,6.779661016949152,13,0,,3,22.033898305084744,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
52,4,7.6923076923076925,14,0,,4,26.923076923076923,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
42,4,9.523809523809524,9,0,,0,21.428571428571427,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
44,4,9.090909090909092,9,0,,0,20.454545454545457,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
43,4,9.30232558139535,10,0,,0,23.25581395348837,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
9,1,11.11111111111111,3,0,,0,33.33333333333333,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
10,1,10.0,2,0,,0,20.0,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
10,1,10.0,4,0,,1,40.0,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
10,1,10.0,4,0,,1,40.0,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
11,2,18.181818181818183,2,0,,0,18.181818181818183,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
12,2,16.666666666666664,3,0,,0,25.0,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,2,0,,0,15.384615384615385,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,4,0,,1,30.76923076923077,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,4,0,,1,30.76923076923077,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
24,1,4.166666666666666,2,0,,2,8.333333333333332,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
26,1,3.8461538461538463,2,0,,2,7.6923076923076925,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
25,1,4.0,3,0,,2,12.0,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
26,0,0.0,4,0,,0,15.384615384615385,0,0,1,1,0,0,0,0,,0,,0,0,True,0,0,0,0,0,1
28,0,0.0,4,0,,0,14.285714285714285,0,0,1,1,0,0,0,0,,0,,0,0,True,0,0,0,0,0,1
27,0,0.0,5,0,,0,18.51851851851852,0,0,1,1,0,0,0,0,,0,,0,0,True,0,0,0,0,0,1
29,1,3.4482758620689653,4,0,,0,13.793103448275861,0,0,1,1,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
31,1,3.225806451612903,4,0,,0,12.903225806451612,0,0,1,1,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
30,1,3.3333333333333335,5,0,,0,16.666666666666664,0,0,1,1,0,0,0,0,1.0,0,,0,0,True,0,0,0,0,0,1
11,1,9.090909090909092,2,0,,0,27.27272727272727,0,0,1,0,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
13,1,7.6923076923076925,2,0,,0,23.076923076923077,0,0,1,0,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
12,1,8.333333333333332,3,0,,0,33.33333333333333,0,0,1,0,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
14,2,14.285714285714285,2,0,,0,21.428571428571427,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
16,2,12.5,2,0,,0,18.75,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
15,2,13.333333333333334,3,0,,0,26.666666666666668,0,0,1,0,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
3,0,0.0,2,0,,3,100.0,0,0,1,0,0,0,0,0,,0,,0,1,False,0,0,0,0,0,1
12,2,16.666666666666664,2,0,,0,16.666666666666664,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
14,2,14.285714285714285,2,0,,0,14.285714285714285,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
13,2,15.384615384615385,3,0,,0,23.076923076923077,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
10,1,10.0,4,0,,0,40.0,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
12,1,8.333333333333332,4,0,,0,33.33333333333333,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
11,1,9.090909090909092,5,0,,0,45.45454545454545,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
21,2,9.523809523809524,4,0,,2,19.047619047619047,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
15,1,6.666666666666667,8,0,,2,53.333333333333336,0,0,1,1,0,0,0,0,,0,,0,0,False,0,0,0,0,0,1
17,3,17.647058823529413,2,0,,0,11.76470588235294,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
19,3,15.789473684210526,2,0,,0,10.526315789473683,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
18,3,16.666666666666664,3,0,,0,16.666666666666664,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
38,3,7.894736842105263,9,0,,0,23.684210526315788,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
39,3,7.6923076923076925,10,0,,0,25.64102564102564,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
40,3,7.5,9,0,,0,22.5,0,0,1,1,0,0,0,0,1.0,1,,0,1,False,0,0,0,0,0,1
26,0,0.0,5,0,,1,19.230769230769234,0,0,1,1,0,0,0,0,,0,,0,0,True,0,0,0,0,0,1
15,1,6.666666666666667,3,0,,1,20.0,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
23,1,4.3478260869565215,3,0,,0,13.043478260869565,0,0,1,0,0,0,0,0,,0,,0,1,True,0,0,0,0,0,1
60,2,3.3333333333333335,12,0,,2,20.0,0,0,1,0,0,1,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
59,3,5.084745762711865,12,0,,2,20.33898305084746,0,0,1,0,0,1,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
24,1,4.166666666666666,3,0,,0,12.5,0,0,1,0,0,0,0,0,,0,,0,1,True,0,0,0,0,0,1
61,2,3.278688524590164,12,0,,2,19.672131147540984,0,0,1,0,0,1,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
60,3,5.0,12,0,,2,20.0,0,0,1,0,0,1,0,0,1.0,0,,0,1,True,0,0,0,0,0,1
48,2,4.166666666666666,14,0,,4,29.166666666666668,0,0,1,1,0,0,0,0,1.0,0,,0,1,False,0,0,0,0,0,1
17,3,17.647058823529413,2,0,,0,11.76470588235294,0,0,1,1,0,0,0,0,1.0,0,,0,0,False,0,0,0,0,0,1
